id	lg_id	name	code	province_id	district_id	_LEGACY_old_lg_id
LG-11001	LG-11001	Colombo MC	001	LK-1	LK-11	LG-11001
LG-11002	LG-11002	Dehiwala Mount Lavinia MC	002	LK-1	LK-11	LG-11010
LG-11003	LG-11003	Sri Jayawardenepura Kotte MC	003	LK-1	LK-11	LG-11009
LG-11004	LG-11004	Moratuwa MC	004	LK-1	LK-11	LG-11011
LG-11005	LG-11005	Kaduwela MC	005	LK-1	LK-11	LG-11004
LG-11006	LG-11006	Kollonnawa UC	006	LK-1	LK-11	LG-11002
LG-11007	LG-11007	Seethawakapura UC	007	LK-1	LK-11	LG-11007
LG-11008	LG-11008	Maharagama UC	008	LK-1	LK-11	LG-11008
LG-11009	LG-11009	Kesbewa UC	009	LK-1	LK-11	LG-11013
LG-11010	LG-11010	Boralesgamuwa UC	010	LK-1	LK-11	LG-11012
LG-11011	LG-11011	Kotikawatta Mulleriyawa PS	011	LK-1	LK-11	LG-11003
LG-11012	LG-11012	Seethawaka PS	012	LK-1	LK-11	LG-11006
LG-11013	LG-11013	Homagama PS	013	LK-1	LK-11	LG-11005
LG-12014	LG-12014	Negombo MC	014	LK-1	LK-12	LG-12001
LG-12015	LG-12015	Gampaha MC	015	LK-1	LK-12	LG-12013
LG-12016	LG-12016	Wattala Mabola UC	016	LK-1	LK-12	LG-12009
LG-12017	LG-12017	Katunayaka Seeduwa UC	017	LK-1	LK-12	LG-12003
LG-12018	LG-12018	Minuwangoda UC	018	LK-1	LK-12	LG-12007
LG-12019	LG-12019	Ja Ela UC	019	LK-1	LK-12	LG-12011
LG-12020	LG-12020	Peliyagoda UC	020	LK-1	LK-12	LG-12018
LG-12021	LG-12021	Wattala PS	021	LK-1	LK-12	LG-12008
LG-12022	LG-12022	Katana PS	022	LK-1	LK-12	LG-12002
LG-12023	LG-12023	Divulapitiya PS	023	LK-1	LK-12	LG-12004
LG-12024	LG-12024	Mirigama PS	024	LK-1	LK-12	LG-12005
LG-12025	LG-12025	Minuwangoda PS	025	LK-1	LK-12	LG-12006
LG-12026	LG-12026	Attanagalla PS	026	LK-1	LK-12	LG-12014
LG-12027	LG-12027	Gampaha PS	027	LK-1	LK-12	LG-12012
LG-12028	LG-12028	Ja Ela PS	028	LK-1	LK-12	LG-12010
LG-12029	LG-12029	Mahara PS	029	LK-1	LK-12	LG-12016
LG-12030	LG-12030	Dompe PS	030	LK-1	LK-12	LG-12015
LG-12031	LG-12031	Biyagama PS	031	LK-1	LK-12	LG-12019
LG-12032	LG-12032	Kelaniya PS	032	LK-1	LK-12	LG-12017
LG-13033	LG-13033	Panadura UC	033	LK-1	LK-13	LG-13002
LG-13034	LG-13034	Horana UC	034	LK-1	LK-13	LG-13005
LG-13035	LG-13035	Kalutara MC	035	LK-1	LK-13	LG-13010
LG-13036	LG-13036	Beruwala UC	036	LK-1	LK-13	LG-13012
LG-13037	LG-13037	Panadura PS	037	LK-1	LK-13	LG-13001
LG-13038	LG-13038	Bandaragama PS	038	LK-1	LK-13	LG-13003
LG-13039	LG-13039	Horana PS	039	LK-1	LK-13	LG-13004
LG-13040	LG-13040	Madurawala PS	040	LK-1	LK-13	LG-13007
LG-13041	LG-13041	Bulathsinhala PS	041	LK-1	LK-13	LG-13006
LG-13042	LG-13042	Mathugama PS	042	LK-1	LK-13	LG-13014
LG-13043	LG-13043	Dodangoda PS	043	LK-1	LK-13	LG-13013
LG-13044	LG-13044	Kalutara PS	044	LK-1	LK-13	LG-13009
LG-13045	LG-13045	Beruwala PS	045	LK-1	LK-13	LG-13011
LG-13046	LG-13046	Palindanuwara PS	046	LK-1	LK-13	LG-13016
LG-13047	LG-13047	Agalawaththa PS	047	LK-1	LK-13	LG-13015
LG-13048	LG-13048	Millaniya PS	048	LK-1	LK-13	LG-13008
LG-13049	LG-13049	Walallawita PS	049	LK-1	LK-13	LG-13017
LG-21050	LG-21050	Kandy MC	050	LK-2	LK-21	LG-21006
LG-21051	LG-21051	Wattegama UC	051	LK-2	LK-21	LG-21005
LG-21052	LG-21052	Kadugannawa UC	052	LK-2	LK-21	LG-21015
LG-21053	LG-21053	Gampola UC	053	LK-2	LK-21	LG-21019
LG-21054	LG-21054	Nawalapitiya UC	054	LK-2	LK-21	LG-21022
LG-21055	LG-21055	Thumpane PS	055	LK-2	LK-21	LG-21001
LG-21056	LG-21056	Harispattuwa PS	056	LK-2	LK-21	LG-21013
LG-21057	LG-21057	Akurana PS	057	LK-2	LK-21	LG-21003
LG-21058	LG-21058	Poojapitiya PS	058	LK-2	LK-21	LG-21002
LG-21059	LG-21059	Pathadumbara PS	059	LK-2	LK-21	LG-21004
LG-21060	LG-21060	Panwila PS	060	LK-2	LK-21	LG-21007
LG-21061	LG-21061	Udadumbara PS	061	LK-2	LK-21	LG-21008
LG-21062	LG-21062	Minipe PS	062	LK-2	LK-21	LG-21009
LG-21063	LG-21063	Medadumbara PS	063	LK-2	LK-21	LG-21010
LG-21064	LG-21064	Kundasale PS	064	LK-2	LK-21	LG-21011
LG-21065	LG-21065	Pathahewaheta PS	065	LK-2	LK-21	LG-21018
LG-21066	LG-21066	Kandy Four Gravets And Gangawata Korale PS	066	LK-2	LK-21	LG-21012
LG-21067	LG-21067	Yatinuwara PS	067	LK-2	LK-21	LG-21014
LG-21068	LG-21068	Udunuwara PS	068	LK-2	LK-21	LG-21016
LG-21069	LG-21069	Udapalatha PS	069	LK-2	LK-21	LG-21017
LG-21070	LG-21070	Ganga Ihala Korale PS	070	LK-2	LK-21	LG-21020
LG-21071	LG-21071	Pasbage Korale PS	071	LK-2	LK-21	LG-21021
LG-22072	LG-22072	Dambulla MC	072	LK-2	LK-22	LG-22003
LG-22073	LG-22073	Matale MC	073	LK-2	LK-22	LG-22008
LG-22074	LG-22074	Pallepola PS	074	LK-2	LK-22	LG-22005
LG-22075	LG-22075	Galewela PS	075	LK-2	LK-22	LG-22001
LG-22076	LG-22076	Dambulla PS	076	LK-2	LK-22	LG-22002
LG-22077	LG-22077	Ambanganga Korale PS	077	LK-2	LK-22	LG-22009
LG-22078	LG-22078	Naula PS	078	LK-2	LK-22	LG-22004
LG-22079	LG-22079	Laggala Pallegama PS	079	LK-2	LK-22	LG-22010
LG-22080	LG-22080	Wilgamuwa PS	080	LK-2	LK-22	LG-22011
LG-22081	LG-22081	Matale PS	081	LK-2	LK-22	LG-22007
LG-22082	LG-22082	Yatawatta PS	082	LK-2	LK-22	LG-22006
LG-22083	LG-22083	Ukuwela PS	083	LK-2	LK-22	LG-22013
LG-22084	LG-22084	Rattota PS	084	LK-2	LK-22	LG-22012
LG-23085	LG-23085	Nuwara Eliya MC	085	LK-2	LK-23	LG-23008
LG-23086	LG-23086	Hatton Dickoya UC	086	LK-2	LK-23	LG-23011
LG-23087	LG-23087	Thalawakele Lindula UC	087	LK-2	LK-23	LG-23007
LG-23088	LG-23088	Maskeliya PS	088	LK-2	LK-23	LG-23010
LG-23089	LG-23089	Norwood PS	089	LK-2	LK-23	LG-23012
LG-23090	LG-23090	Ambagamuwa PS	090	LK-2	LK-23	LG-23009
LG-23091	LG-23091	Agarapathana PS	091	LK-2	LK-23	LG-23005
LG-23092	LG-23092	Kotagala PS	092	LK-2	LK-23	LG-23004
LG-23093	LG-23093	Nuwaraeliya PS	093	LK-2	LK-23	LG-23006
LG-23094	LG-23094	Kothmale PS	094	LK-2	LK-23	LG-23001
LG-23095	LG-23095	Hanguranketha PS	095	LK-2	LK-23	LG-23002
LG-23096	LG-23096	Walapane PS	096	LK-2	LK-23	LG-23003
LG-31097	LG-31097	Galle MC	097	LK-3	LK-31	LG-31016
LG-31098	LG-31098	Ambalangoda UC	098	LK-3	LK-31	LG-31011
LG-31099	LG-31099	Hikkaduwa UC	099	LK-3	LK-31	LG-31014
LG-31100	LG-31100	Balapitiya PS	100	LK-3	LK-31	LG-31002
LG-31101	LG-31101	Ambalangoda PS	101	LK-3	LK-31	LG-31012
LG-31102	LG-31102	Welivitiya Divithura PS	102	LK-3	LK-31	LG-31010
LG-31103	LG-31103	Karandeniya PS	103	LK-3	LK-31	LG-31003
LG-31104	LG-31104	Bentota PS	104	LK-3	LK-31	LG-31001
LG-31105	LG-31105	Elpitiya PS	105	LK-3	LK-31	LG-31004
LG-31106	LG-31106	Neluwa PS	106	LK-3	LK-31	LG-31007
LG-31107	LG-31107	Thawalama PS	107	LK-3	LK-31	LG-31006
LG-31108	LG-31108	Nagoda PS	108	LK-3	LK-31	LG-31008
LG-31109	LG-31109	Niyagama PS	109	LK-3	LK-31	LG-31005
LG-31110	LG-31110	Baddegama PS	110	LK-3	LK-31	LG-31009
LG-31111	LG-31111	Yakkalamulla PS	111	LK-3	LK-31	LG-31018
LG-31112	LG-31112	Rajgama PS	112	LK-3	LK-31	LG-31013
LG-31113	LG-31113	Akmeemana PS	113	LK-3	LK-31	LG-31017
LG-31114	LG-31114	Bope Poddala PS	114	LK-3	LK-31	LG-31015
LG-31115	LG-31115	Imaduwa PS	115	LK-3	LK-31	LG-31019
LG-31116	LG-31116	Habaraduwa PS	116	LK-3	LK-31	LG-31020
LG-32117	LG-32117	Matara MC	117	LK-3	LK-32	LG-32015
LG-32118	LG-32118	Weligama UC	118	LK-3	LK-32	LG-32013
LG-32119	LG-32119	Pitabeddara PS	119	LK-3	LK-32	LG-32001
LG-32120	LG-32120	Kotapola PS	120	LK-3	LK-32	LG-32002
LG-32121	LG-32121	Kirinda Puhulwella PS	121	LK-3	LK-32	LG-32011
LG-32122	LG-32122	Mulatiyana PS	122	LK-3	LK-32	LG-32004
LG-32123	LG-32123	Pasgoda PS	123	LK-3	LK-32	LG-32003
LG-32124	LG-32124	Athuraliya PS	124	LK-3	LK-32	LG-32005
LG-32125	LG-32125	Akuressa PS	125	LK-3	LK-32	LG-32006
LG-32126	LG-32126	Malimbada PS	126	LK-3	LK-32	LG-32008
LG-32127	LG-32127	Hakmana PS	127	LK-3	LK-32	LG-32010
LG-32128	LG-32128	Kamburupitiya PS	128	LK-3	LK-32	LG-32009
LG-32129	LG-32129	Thihagoda PS	129	LK-3	LK-32	LG-32012
LG-32130	LG-32130	Devinuwara PS	130	LK-3	LK-32	LG-32016
LG-32131	LG-32131	Dickwella PS	131	LK-3	LK-32	LG-32017
LG-32132	LG-32132	Matara PS	132	LK-3	LK-32	LG-32014
LG-32133	LG-32133	Weligama PS	133	LK-3	LK-32	LG-32007
LG-33134	LG-33134	Hambantota MC	134	LK-3	LK-33	LG-33005
LG-33135	LG-33135	Tangalle UC	135	LK-3	LK-33	LG-33012
LG-33136	LG-33136	Weeraketiya PS	136	LK-3	LK-33	LG-33008
LG-33137	LG-33137	Katuwana PS	137	LK-3	LK-33	LG-33009
LG-33138	LG-33138	Beliatta PS	138	LK-3	LK-33	LG-33010
LG-33139	LG-33139	Tangalle PS	139	LK-3	LK-33	LG-33011
LG-33140	LG-33140	Angunakolapelessa PS	140	LK-3	LK-33	LG-33007
LG-33141	LG-33141	Ambalantota PS	141	LK-3	LK-33	LG-33006
LG-33142	LG-33142	Thissamaharama PS	142	LK-3	LK-33	LG-33003
LG-33143	LG-33143	Sooriyawewa PS	143	LK-3	LK-33	LG-33001
LG-33144	LG-33144	Hambantota PS	144	LK-3	LK-33	LG-33004
LG-33145	LG-33145	Lunugamwehera PS	145	LK-3	LK-33	LG-33002
LG-41146	LG-41146	Jaffna MC	146	LK-4	LK-41	LG-41015
LG-41147	LG-41147	Valvettithurai UC	147	LK-4	LK-41	LG-41009
LG-41148	LG-41148	Point Pedro UC	148	LK-4	LK-41	LG-41011
LG-41149	LG-41149	Chavakachcheri UC	149	LK-4	LK-41	LG-41013
LG-41150	LG-41150	Karainagar PS	150	LK-4	LK-41	LG-41002
LG-41151	LG-41151	Kayts PS	151	LK-4	LK-41	LG-41001
LG-41152	LG-41152	Delft PS	152	LK-4	LK-41	LG-41017
LG-41153	LG-41153	Velanai PS	153	LK-4	LK-41	LG-41016
LG-41154	LG-41154	Valikamam West PS	154	LK-4	LK-41	LG-41003
LG-41155	LG-41155	Walikamam North PS	155	LK-4	LK-41	LG-41005
LG-41156	LG-41156	Walikamam South West PS	156	LK-4	LK-41	LG-41004
LG-41157	LG-41157	Walikamam South PS	157	LK-4	LK-41	LG-41006
LG-41158	LG-41158	Walikamam East PS	158	LK-4	LK-41	LG-41007
LG-41159	LG-41159	Wadamarachchi South West PS	159	LK-4	LK-41	LG-41008
LG-41160	LG-41160	Point Pedro PS	160	LK-4	LK-41	LG-41010
LG-41161	LG-41161	Chawakachcheri PS	161	LK-4	LK-41	LG-41012
LG-41162	LG-41162	Nallur PS	162	LK-4	LK-41	LG-41014
LG-42166	LG-42166	Mannar UC	166	LK-4	LK-42	LG-42002
LG-42167	LG-42167	Mannar PS	167	LK-4	LK-42	LG-42001
LG-42168	LG-42168	Nanattan PS	168	LK-4	LK-42	LG-42004
LG-42169	LG-42169	Musali PS	169	LK-4	LK-42	LG-42005
LG-42170	LG-42170	Manthai West PS	170	LK-4	LK-42	LG-42003
LG-43171	LG-43171	Vavuniya MC	171	LK-4	LK-43	LG-43004
LG-43172	LG-43172	Vavuniya North PS	172	LK-4	LK-43	LG-43001
LG-43173	LG-43173	Vengalasettikulam PS	173	LK-4	LK-43	LG-43005
LG-43174	LG-43174	Vavuniya South Tamil PS	174	LK-4	LK-43	LG-43003
LG-43175	LG-43175	Vavuniya South Sinhala PS	175	LK-4	LK-43	LG-43002
LG-44176	LG-44176	Manthai East PS	176	LK-4	LK-44	LG-44002
LG-44177	LG-44177	Thunukkai PS	177	LK-4	LK-44	LG-44001
LG-44178	LG-44178	Puthukkudiyiruppu PS	178	LK-4	LK-44	LG-44003
LG-44179	LG-44179	Maritime Pattu PS	179	LK-4	LK-44	LG-44004
LG-45163	LG-45163	Pachchilaippalli PS	163	LK-4	LK-45	LG-45001
LG-45164	LG-45164	Karachchi PS	164	LK-4	LK-45	LG-45002
LG-45165	LG-45165	Poonakary PS	165	LK-4	LK-45	LG-45003
LG-51180	LG-51180	Batticaloa MC	180	LK-5	LK-51	LG-51006
LG-51181	LG-51181	Eravur UC	181	LK-5	LK-51	LG-51005
LG-51182	LG-51182	Kaththankudi UC	182	LK-5	LK-51	LG-51008
LG-51183	LG-51183	Eravur Pattu PS	183	LK-5	LK-51	LG-51004
LG-51184	LG-51184	Koralai Pattu PS	184	LK-5	LK-51	LG-51003
LG-51185	LG-51185	Koralai Pattu West PS	185	LK-5	LK-51	LG-51002
LG-51186	LG-51186	Koralai Pattu North PS	186	LK-5	LK-51	LG-51001
LG-51187	LG-51187	Manmunai South And Eruvil Pattu PS	187	LK-5	LK-51	LG-51012
LG-51188	LG-51188	Manmunai Pattu PS	188	LK-5	LK-51	LG-51009
LG-51189	LG-51189	Manmunai West PS	189	LK-5	LK-51	LG-51007
LG-51190	LG-51190	Mamunai South West PS	190	LK-5	LK-51	LG-51010
LG-51191	LG-51191	Porthivu Pattu PS	191	LK-5	LK-51	LG-51011
LG-52192	LG-52192	Kalmunai MC	192	LK-5	LK-52	LG-52009
LG-52193	LG-52193	Akkaraipattu MC	193	LK-5	LK-52	LG-52015
LG-52194	LG-52194	Ampara UC	194	LK-5	LK-52	LG-52006
LG-52195	LG-52195	Dehiaththakandiya PS	195	LK-5	LK-52	LG-52001
LG-52196	LG-52196	Damana PS	196	LK-5	LK-52	LG-52017
LG-52197	LG-52197	Uhana PS	197	LK-5	LK-52	LG-52004
LG-52198	LG-52198	Mahaoya PS	198	LK-5	LK-52	LG-52003
LG-52199	LG-52199	Namaloya PS	199	LK-5	LK-52	LG-52005
LG-52200	LG-52200	Padiyathalawa PS	200	LK-5	LK-52	LG-52002
LG-52201	LG-52201	Navithanveli PS	201	LK-5	LK-52	LG-52007
LG-52202	LG-52202	Sammanthurai PS	202	LK-5	LK-52	LG-52008
LG-52203	LG-52203	Irakkamam PS	203	LK-5	LK-52	LG-52013
LG-52204	LG-52204	Akkaraipattu PS	204	LK-5	LK-52	LG-52014
LG-52205	LG-52205	Potuvil PS	205	LK-5	LK-52	LG-52019
LG-52206	LG-52206	Addalachchenai PS	206	LK-5	LK-52	LG-52012
LG-52207	LG-52207	Alayadiwembu PS	207	LK-5	LK-52	LG-52016
LG-52208	LG-52208	Lahugala PS	208	LK-5	LK-52	LG-52020
LG-52209	LG-52209	Karaitheevu PS	209	LK-5	LK-52	LG-52010
LG-52210	LG-52210	Ninthavur PS	210	LK-5	LK-52	LG-52011
LG-52211	LG-52211	Thirukkovil PS	211	LK-5	LK-52	LG-52018
LG-53212	LG-53212	Trincomalee MC	212	LK-5	LK-53	LG-53006
LG-53213	LG-53213	Kinniya UC	213	LK-5	LK-53	LG-53010
LG-53214	LG-53214	Verugal PS	214	LK-5	LK-53	LG-53013
LG-53215	LG-53215	Seruwila PS	215	LK-5	LK-53	LG-53012
LG-53216	LG-53216	Kanthale PS	216	LK-5	LK-53	LG-53008
LG-53217	LG-53217	Morawewa PS	217	LK-5	LK-53	LG-53004
LG-53218	LG-53218	Gomarankadawala PS	218	LK-5	LK-53	LG-53003
LG-53219	LG-53219	Padavi Sri Pura PS	219	LK-5	LK-53	LG-53001
LG-53220	LG-53220	Trincomalee Town And Gravets PS	220	LK-5	LK-53	LG-53005
LG-53221	LG-53221	Kuchchaveli PS	221	LK-5	LK-53	LG-53002
LG-53222	LG-53222	Thambalagamuwa PS	222	LK-5	LK-53	LG-53007
LG-53223	LG-53223	Muttur PS	223	LK-5	LK-53	LG-53011
LG-53224	LG-53224	Kinniya PS	224	LK-5	LK-53	LG-53009
LG-61225	LG-61225	Kurunegala MC	225	LK-6	LK-61	LG-61012
LG-61226	LG-61226	Kuliyapitiya UC	226	LK-6	LK-61	LG-61017
LG-61227	LG-61227	Giribawa PS	227	LK-6	LK-61	LG-61001
LG-61228	LG-61228	Galgamuwa PS	228	LK-6	LK-61	LG-61002
LG-61229	LG-61229	Polpithigama PS	229	LK-6	LK-61	LG-61005
LG-61230	LG-61230	Nikaweratiya PS	230	LK-6	LK-61	LG-61004
LG-61231	LG-61231	Kobeigane PS	231	LK-6	LK-61	LG-61008
LG-61232	LG-61232	Mahawa PS	232	LK-6	LK-61	LG-61003
LG-61233	LG-61233	Ibbagamuwa PS	233	LK-6	LK-61	LG-61006
LG-61234	LG-61234	Wariyapola PS	234	LK-6	LK-61	LG-61007
LG-61235	LG-61235	Panduwasnuwara PS	235	LK-6	LK-61	LG-61010
LG-61236	LG-61236	Bingiriya PS	236	LK-6	LK-61	LG-61009
LG-61237	LG-61237	Udubaddawa PS	237	LK-6	LK-61	LG-61018
LG-61238	LG-61238	Pannala PS	238	LK-6	LK-61	LG-61019
LG-61239	LG-61239	Kuliyapitiya PS	239	LK-6	LK-61	LG-61016
LG-61240	LG-61240	Alawwa PS	240	LK-6	LK-61	LG-61021
LG-61241	LG-61241	Narammala PS	241	LK-6	LK-61	LG-61020
LG-61242	LG-61242	Polgahawela PS	242	LK-6	LK-61	LG-61015
LG-61243	LG-61243	Kurunegala PS	243	LK-6	LK-61	LG-61011
LG-61244	LG-61244	Mawathagama PS	244	LK-6	LK-61	LG-61013
LG-61245	LG-61245	Rideegama PS	245	LK-6	LK-61	LG-61014
LG-62246	LG-62246	Puttalam MC	246	LK-6	LK-62	LG-62006
LG-62247	LG-62247	Chilaw UC	247	LK-6	LK-62	LG-62009
LG-62248	LG-62248	Kalpitiya PS	248	LK-6	LK-62	LG-62001
LG-62249	LG-62249	Puttalam PS	249	LK-6	LK-62	LG-62005
LG-62250	LG-62250	Wanathawilluwa PS	250	LK-6	LK-62	LG-62002
LG-62251	LG-62251	Karuwalagaswewa PS	251	LK-6	LK-62	LG-62003
LG-62252	LG-62252	Nawagattegama PS	252	LK-6	LK-62	LG-62004
LG-62253	LG-62253	Anamaduwa PS	253	LK-6	LK-62	LG-62008
LG-62254	LG-62254	Arachchikattuwa PS	254	LK-6	LK-62	LG-62007
LG-62255	LG-62255	Chilaw PS	255	LK-6	LK-62	LG-62010
LG-62256	LG-62256	Nattandiya PS	256	LK-6	LK-62	LG-62011
LG-62257	LG-62257	Wennappuwa PS	257	LK-6	LK-62	LG-62012
LG-71258	LG-71258	Anuradhapura MC	258	LK-7	LK-71	LG-71005
LG-71259	LG-71259	Medawachchiya PS	259	LK-7	LK-71	LG-71003
LG-71260	LG-71260	Rambewa PS	260	LK-7	LK-71	LG-71006
LG-71261	LG-71261	Kebithigollewa PS	261	LK-7	LK-71	LG-71002
LG-71262	LG-71262	Padaviya PS	262	LK-7	LK-71	LG-71001
LG-71263	LG-71263	Kahatagasdigiliya PS	263	LK-7	LK-71	LG-71007
LG-71264	LG-71264	Horowpothana PS	264	LK-7	LK-71	LG-71008
LG-71265	LG-71265	Galenbindunuweva PS	265	LK-7	LK-71	LG-71009
LG-71266	LG-71266	Thalawa PS	266	LK-7	LK-71	LG-71015
LG-71267	LG-71267	Nuwaragampalatha East PS	267	LK-7	LK-71	LG-71011
LG-71268	LG-71268	Nuwaragampalatha Central PS	268	LK-7	LK-71	LG-71004
LG-71269	LG-71269	Nochchiyagama PS	269	LK-7	LK-71	LG-71013
LG-71270	LG-71270	Rajanganaya PS	270	LK-7	LK-71	LG-71014
LG-71271	LG-71271	Galnewa PS	271	LK-7	LK-71	LG-71016
LG-71272	LG-71272	Ipalogama PS	272	LK-7	LK-71	LG-71018
LG-71273	LG-71273	Mihintale PS	273	LK-7	LK-71	LG-71010
LG-71274	LG-71274	Thirappane PS	274	LK-7	LK-71	LG-71012
LG-71275	LG-71275	Kekirawa PS	275	LK-7	LK-71	LG-71017
LG-71276	LG-71276	Palagala PS	276	LK-7	LK-71	LG-71019
LG-72277	LG-72277	Polonnaruwa MC	277	LK-7	LK-72	LG-72007
LG-72278	LG-72278	Elahera PS	278	LK-7	LK-72	LG-72008
LG-72279	LG-72279	Hingurakgoda PS	279	LK-7	LK-72	LG-72001
LG-72280	LG-72280	Medirigiriya PS	280	LK-7	LK-72	LG-72002
LG-72281	LG-72281	Lankapura PS	281	LK-7	LK-72	LG-72003
LG-72282	LG-72282	Welikanda PS	282	LK-7	LK-72	LG-72004
LG-72283	LG-72283	Dimbulagala PS	283	LK-7	LK-72	LG-72005
LG-72284	LG-72284	Polonnaruwa PS	284	LK-7	LK-72	LG-72006
LG-81285	LG-81285	Badulla MC	285	LK-8	LK-81	LG-81008
LG-81286	LG-81286	Bandarawela MC	286	LK-8	LK-81	LG-81014
LG-81287	LG-81287	Haputhale UC	287	LK-8	LK-81	LG-81017
LG-81288	LG-81288	Mahiyangana PS	288	LK-8	LK-81	LG-81001
LG-81289	LG-81289	Rideemaliyadda PS	289	LK-8	LK-81	LG-81002
LG-81290	LG-81290	Soranathota PS	290	LK-8	LK-81	LG-81005
LG-81291	LG-81291	Meegahakivula PS	291	LK-8	LK-81	LG-81003
LG-81292	LG-81292	Kandaketiya PS	292	LK-8	LK-81	LG-81004
LG-81293	LG-81293	Passara PS	293	LK-8	LK-81	LG-81006
LG-81294	LG-81294	Lunugala PS	294	LK-8	LK-81	LG-81007
LG-81295	LG-81295	Badulla PS	295	LK-8	LK-81	LG-81009
LG-81296	LG-81296	Hali Ela PS	296	LK-8	LK-81	LG-81010
LG-81297	LG-81297	Uva Paranagama PS	297	LK-8	LK-81	LG-81011
LG-81298	LG-81298	Welimada PS	298	LK-8	LK-81	LG-81012
LG-81299	LG-81299	Bandarawela PS	299	LK-8	LK-81	LG-81013
LG-81300	LG-81300	Ella PS	300	LK-8	LK-81	LG-81015
LG-81301	LG-81301	Haputale PS	301	LK-8	LK-81	LG-81016
LG-81302	LG-81302	Haldummulla PS	302	LK-8	LK-81	LG-81018
LG-82303	LG-82303	Bibila PS	303	LK-8	LK-82	LG-82001
LG-82304	LG-82304	Medagama PS	304	LK-8	LK-82	LG-82003
LG-82305	LG-82305	Madulla PS	305	LK-8	LK-82	LG-82002
LG-82306	LG-82306	Siyabalanduwa PS	306	LK-8	LK-82	LG-82004
LG-82307	LG-82307	Monaragala PS	307	LK-8	LK-82	LG-82005
LG-82308	LG-82308	Badalkumbura PS	308	LK-8	LK-82	LG-82006
LG-82309	LG-82309	Buttala PS	309	LK-8	LK-82	LG-82008
LG-82310	LG-82310	Kataragama PS	310	LK-8	LK-82	LG-82009
LG-82311	LG-82311	Wellawaya PS	311	LK-8	LK-82	LG-82007
LG-82312	LG-82312	Thanamalwila PS	312	LK-8	LK-82	LG-82010
LG-91313	LG-91313	Ratnapura MC	313	LK-9	LK-91	LG-91004
LG-91314	LG-91314	Balangoda UC	314	LK-9	LK-91	LG-91006
LG-91315	LG-91315	Embilipitiya UC	315	LK-9	LK-91	LG-91016
LG-91316	LG-91316	Eheliyagoda PS	316	LK-9	LK-91	LG-91001
LG-91317	LG-91317	Ratnapura PS	317	LK-9	LK-91	LG-91003
LG-91318	LG-91318	Kuruwita PS	318	LK-9	LK-91	LG-91002
LG-91319	LG-91319	Pelmadulla PS	319	LK-9	LK-91	LG-91009
LG-91320	LG-91320	Balangoda PS	320	LK-9	LK-91	LG-91007
LG-91321	LG-91321	Imbulpe PS	321	LK-9	LK-91	LG-91005
LG-91322	LG-91322	Godakawela PS	322	LK-9	LK-91	LG-91014
LG-91323	LG-91323	Kahawatta PS	323	LK-9	LK-91	LG-91013
LG-91324	LG-91324	Weligepola PS	324	LK-9	LK-91	LG-91008
LG-91325	LG-91325	Niwitigala PS	325	LK-9	LK-91	LG-91010
LG-91326	LG-91326	Ayagama PS	326	LK-9	LK-91	LG-91011
LG-91327	LG-91327	Kalawana PS	327	LK-9	LK-91	LG-91012
LG-91328	LG-91328	Embilipitiya PS	328	LK-9	LK-91	LG-91015
LG-91329	LG-91329	Kolonna PS	329	LK-9	LK-91	LG-91017
LG-92330	LG-92330	Kegalle MC	330	LK-9	LK-92	LG-92005
LG-92331	LG-92331	Warakapola PS	331	LK-9	LK-92	LG-92007
LG-92332	LG-92332	Galigamuwa PS	332	LK-9	LK-92	LG-92006
LG-92333	LG-92333	Kegalle PS	333	LK-9	LK-92	LG-92004
LG-92334	LG-92334	Rambukkana PS	334	LK-9	LK-92	LG-92001
LG-92335	LG-92335	Mawanella PS	335	LK-9	LK-92	LG-92002
LG-92336	LG-92336	Aranayaka PS	336	LK-9	LK-92	LG-92003
LG-92337	LG-92337	Yatiyantotoa PS	337	LK-9	LK-92	LG-92010
LG-92338	LG-92338	Bulatkohupitiya PS	338	LK-9	LK-92	LG-92009
LG-92339	LG-92339	Ruwanwella PS	339	LK-9	LK-92	LG-92008
LG-92340	LG-92340	Deraniyagala PS	340	LK-9	LK-92	LG-92012
LG-92341	LG-92341	Dehiowita PS	341	LK-9	LK-92	LG-92011
